x,y,category,description
-4.4105697,0.30177587,general,"U.S. stocks fell at open on Wednesday, as a closely-watched bond market indicator pointed to a renewed risk of recession, undoing gains from the previous session due to a retreat by Washington on its latest tariffs on Chinese goods."
-12.282507,3.6194267,general,U.S. rapper A$AP Rocky was convicted of assault by a Stockholm court on Wednesday but was spared time in prison after a high-profile trial that led President Donald Trump to question the fairness of Sweden's legal system.
2.175965,-0.26350594,general,"Dozens of people in New York state who were victims of sexual abuse as children sued the Roman Catholic Church in New York on Wednesday, the first day a new law temporarily enabled them to file lawsuits over decades-old crimes."
-0.991069,3.458156,general,"Slumping exports sent Germany's economy into reverse in the second quarter, with prospects of an early recovery slim as its manufacturers struggle at the sharp end of a global slowdown amplified by tariff conflicts and fallout from Brexit."
0.6543468,4.832895,general,"Stock markets slumped on Wednesday as Germany's economy went into reverse, fuelling fears of global recession and slamming the brakes on a rally for equities after Washington delayed tariffs on some Chinese imports."
6.637751,-9.600303,general,"China said Hong Kong's protest movement had reached ""near terrorism"" on Wednesday, after a night of ugly clashes at the city's airport where demonstrators set upon and detained two men they suspected of being government sympathizers."
-2.8864207,-2.9356215,technology,"It’s almost certainly no coincidence that Misfit’s new smartwatch bears more than a passing resemblance to the Fossil devices announced a week or two back. The one-time modular fitness startup has been part of the Fossil family since 2015, introducing its first full-on smartwatch two years later. T…"
-5.678483,1.4659044,technology,"Obviously, not everyone owns their boat, and boat ownership is far more unique than car ownership – which makes it maybe an ideal category for peer-to-peer marketplace rentals. P2P boat rental startup Boatsetter recognized this opportunity, and is now announcing a $10 million Series A “extens…"
-0.6271627,6.7074285,technology,"Starsky Robotics has been building its self-driving — and human-driven — truck business for three years now. And it’s finally ready to show off its first product. It’s not, as one might presume, a self-driving truck. This product, called Hutch, offers what in Starsky’s view is far…"
-4.944777,3.2060053,technology,"Enterprise carpooling startup Scoop just closed a $60 million round led by Activate Capital with participation from Goldman Sachs, NGP Capital, Total Group, BNP Capital and others.to fuel its expansion and growth. This round brings Scoop’s total funding to $106 million. Scoop, which launched …"
-1.9744549,-7.6806846,technology,"Today, Procore, a construction software company, announced Procore BIM (Building Information Modeling), a new tool that takes advantage of Apple hardware advances to bring the 3D construction model to iOS. Dave McCool, senior product manager at Procore, says that architects and engineers have been …"
-1.1211462,-3.9309034,technology,"A team of computer scientists has built a new app that can wirelessly detect credit card skimmers, often found discreetly placed on gas pumps and bank ATMs. Gone are the days where entire card skimmers would take over the front facade of an entire cash machine. Credit card skimmers are tiny, almost…"
-1.5065092,0.9373403,technology,"California-based kayak maker Oru has built a great brand on the strength of its origami-inspired folding kayaks, and now it’s launching its lightest and most portable model yet with a new Kickstarter project. The Oru Inlet miraculously packs up to the size of a suitcase, weights less than 20 …"
-4.9787426,3.115254,technology,"Just a couple of months after disclosing a $15 million round of funding, vCita, the business management SaaS for SMEs, has made an acquisition: It’s acquiring WiseStamp, a veteran of the Israeli startup scene that launched its email marketing tool a decade ago. Unsurprisingly, terms of the de…"
5.4837112,-5.205494,technology,"WeWork, now known as The We Company, released its IPO prospectus Wednesday morning months after filing confidentially to go public. Backed by billions by SoftBank and its mammoth Vision Fund, the exit is expected as soon as next month. The New York-based company, valued at $47 billion earlier this …"
-5.4575543,1.3977106,technology,"Audacious. Bold. Innovative. If those adjectives describe your early-stage startup, if you’re champing at the bit to launch your company to the world — we want you! Apply to compete in Startup Battlefield at Disrupt Berlin 2019. Our premier pitch competition takes place on 11-12 December, and a sel…"
4.5897584,0.40572572,general,The senior advocate had on Tuesday told the court that the birth place of Lord Ram is also a deity and Muslims cannot claim right over the 2.77-acre disputed land in Ayodhya.
-1.4120378,5.9976764,general,"Margie Reckard, who was killed in the Walmart massacre, was married to Antonio Basco for 22 years. “We were gonna live together and die together,"" Basco said."
-2.0051503,0.49239218,general,"Our founding ideals of liberty and equality were false when they were written. For generations, black Americans have fought to make them true."
0.03700071,-0.06459068,technology,I’ve seen the advice of not deploying products on Fridays over and over in my Twitter feed and internet memes. I even stumbled upon a job offer that mentions ‘no Friday deployments’ policy as one of their perks. Most of the industry is now sold on the idea that pushing code to production on a […]
3.2150347,-5.4558077,technology,"As many have long expected, WeWork, the preferred provider of office space for freelancers and startups alike, has filed to go public. Its prospectus, which highlights the strengths ..."
-11.445707,-5.0699997,technology,"TLDR: Darwin Mail automatically sorts, stores and helps keep your email box tidy, all for just $29.99.
At some point next year, experts estimate the number of emails sent around the ..."
-8.964217,-2.7601254,technology,"1The entire Apollo 11 mission to the moon took just eight days. If we ever want to build permanent bases on the moon, or perhaps even Mars or beyond, then future astronauts will have ..."
-0.4445017,1.0581883,technology,"Microsoft has patched four serious vulnerabilities that could allow a malicious actor to remotely take control of Windows computers.

The four remote code execution flaws — addressed ..."
1.7363187,3.4023352,technology,"It was a scandal. Third-party contractors, many working from places where data protection legislation is lax (or even non-existent), were listening and transcribing recordings of conversations ..."
2.3049495,10.484515,general,India News: NEW DELHI: President Ram Nath Kovind on Wednesday expressed confidence that scrapping provisions of Article 370 that gave special status to Jammu and .
2.4250896,9.496364,general,"India News:  Rains continue to lash several states around the country claiming lives, displacing families and damaging property. Just a month after severe floodin"
1.1903167,10.1432085,general,India News:  This is the first Independence Day after the abrogation of the special status to Jammu and Kashmir under Article 370 and reorganization of the state
2.0181925,9.731934,general,"India News: The CRPF has bagged the maximum of 75 gallantry medals for counter-terrorist operations in J&K and in the anti-Naxal combat grid, on the eve of Indepe"
2.285088,8.353327,general,Pakistan News: Pakistan is not able to draw attention to its position on Kashmir issue and is dragging Afghanistan in the conversation. Pak ambassador to the US Asad
2.1869013,10.38589,general,"India News: Former IAS officer Shah Faesal was detained by authorities at the Delhi airport on Wednesday and sent back to Kashmir, officials said. Faesal was agai"
-6.0278,-1.0039482,technology,"The Genesis Mini, the latest tiny retro console from Sega, packs 42 games like Sonic the Hedgehog and Streets of Rage into a small package. It’ll launch on September 19th."
-8.935616,-2.7331235,technology,"Automattic CEO Matt Mullenweg joins The Vergecast to talk about the future of Tumblr, his plans for the site, and why the porn ban will stay in place"
-4.3447475,-4.771578,technology,"Borderlands 3 will be released on September 13th for Windows, Xbox, and PlayStation 4. A two-hour preview showcases new character classes, and its lead writers discuss how streaming influenced its world."
1.3174257,4.102408,business,U.S. stock futures tumbled and Treasury markets sent a new recession signal after weak German and Chinese economic data stoked fears of an impending global slowdown.
-0.099135056,3.288009,business,"Germany’s economy shrank in the second quarter and China reported a raft of weak data, sharpening fears over how far the spillover from the global trade dispute is damaging the prospects for growth."
3.3155847,-9.471813,business,"Authorities stepped up security to bar protesters from entering the airport, a day after violent clashes between police and pro-democracy demonstrators paralyzed one of the world’s busiest travel hubs."
3.365684,-5.286418,business,"WeWork’s parent company unveiled the papers for its initial public offering, taking the next step toward the office-space firm’s debut as soon as September."
-6.5374928,-0.93074673,business,"Macy’s lowered its full-year earnings outlook after missing profit expectations in the latest quarter, even though it reported growth in a key sales metric."
-8.772696,-2.1158702,business,"Warren Buffett’s Berkshire Hathaway holds nearly $100 billion in financial-services stocks, underscoring the size of the billionaire investor’s ongoing bet on the future of the U.S. economy."
-1.2843785,-10.985805,business,"Airlines and TSA are starting to scan faces to get people through security and boarding faster, as privacy advocates warn of unintended consequences."
-6.7654123,-7.7782307,business,A plan to build two big nuclear-waste storage facilities in the heart of the most important U.S. oil field is igniting a fight between frackers and the atomic-energy industry.
4.772817,-3.4695382,business,"The rare-earths company that Amanda Lacaze runs is small, but her mission is immense: weaning the West off its dependence on China for the obscure metals needed in high-tech gear including cellphones, electric cars and jet fighters."
-5.945491,9.681658,general,"NEW YORK (AP) — With two pairs of fine-tipped tweezers and the hands of a surgeon, Cheryl Hayashi began dissecting the body of a silver garden spider under her microscope.In just a few..."
3.0737991,5.750931,general,"HOUSTON (AP) — Recent immigration raids at Mississippi chicken-processing plants revived a longstanding complaint about government policy: Unauthorized workers are jailed or deported, while the..."
-1.0901483,6.288928,sports,BBC Sport looks at how footballers' breaks have shifted from R&R to a summer slog as Liverpool's Sadio Mane says he hasn't had a proper holiday in seven years.
-6.9031696,3.9968367,sports,Hirving Lozano&rsquo;s former Pachuca President claims the PSV forward &lsquo;will announce himself as one of the best players of this era&rsquo; at Napoli.
-1.2852876,10.169262,general,"The grade boundaries have been leaked the day before sixth formers across England, Wales and Northern Ireland are due to receive their A-level results"
4.5124097,-9.256644,general,Hong Kong police fired tear gas at hundreds of protesters who had gathered outside a police station in the residential area of Sham Shui Po in Kowloon.
0.3039957,-5.1586967,technology,"No startup is as polarizing as WeWork, and for good reason. The company, whose relentless growth has seen it open 528 locations across 111 cities in just about nine years, has never been entirely forthcoming on exactly how the unit economics add up at its locations. And so we have had a beautiful R…"
-5.349561,-1.3709873,technology,"Facebook is launching two new ad units designed to help movie studios promote their latest releases. The first unit is called a movie reminder ad, and it does exactly that —since studios usually start marketing their titles months or even years before release, they can now include an Interested but…"
